id,case_number,date,block,iucr_code,primary_type,description,location_desc,arrest,domestic,beat_num,district_code,ward_no,community_code,fbi_code,x_coordinate,y_coordinate,year,date_of_update,latitude,longitude,location
10001526,MU436351,07/24/2019 22:26,88XX W CICERO AVE,0750,THEFT,THEFT $500 AND UNDER,RETAIL STORE,False,False,1121,5,26.0,51.0,19,1166626.0,1912182.0,2019,08/20/2019 22:26,41.94700167,-87.70588927,"(41.94700167, -87.70588927)"
10001527,TF601614,10/24/2019 23:32,43XX N CHICAGO AVE,0750,THEFT,THEFT $500 AND UNDER,CTA BUS,False,True,1711,10,40.0,14.0,26,1175836.0,1882311.0,2019,11/21/2019 23:32,41.80547817,-87.75194863,"(41.80547817, -87.75194863)"
10001528,RD676635,11/05/2023 09:10,67XX E CLARK ST,1310,NARCOTICS,POSS: COCAINE,RESTAURANT,False,True,1411,6,15.0,15.0,10,1177878.0,1920490.0,2023,11/29/2023 09:10,41.89968018,-87.53968397,"(41.89968018, -87.53968397)"
10001529,IP911954,07/27/2019 13:31,41XX E MADISON ST,0620,BURGLARY,UNLAWFUL ENTRY,RESTAURANT,False,False,221,20,,50.0,18,1156216.0,1890483.0,2019,08/15/2019 13:31,41.77675079,-87.7552003,"(41.77675079, -87.7552003)"
10001530,LR399341,04/09/2019 11:58,79XX N CLARK ST,0750,THEFT,THEFT $500 AND UNDER,BAR OR TAVERN,False,False,511,10,20.0,42.0,11,1151003.0,1915519.0,2019,04/13/2019 11:58,41.97810837,-87.54705547,
10001531,WJ081378,01/24/2015 15:36,42XX S FULLERTON AVE,0650,MOTOR VEHICLE THEFT,AUTOMOBILE,HOSPITAL BUILDING/GROUNDS,False,True,712,17,42.0,14.0,10,1179121.0,1905245.0,2015,02/05/2015 15:36,41.86486243,-87.7704086,"(41.86486243, -87.7704086)"
10001532,RG716005,04/02/2020 19:12,85XX N NORTH AVE,0910,VANDALISM,CRIMINAL DAMAGE,STREET,False,False,1221,1,39.0,5.0,01A,1162537.0,1850256.0,2020,04/23/2020 19:12,41.90703879,-87.68444966,"(41.90703879, -87.68444966)"
10001533,FV176350,11/12/2016 10:31,60XX S CHICAGO AVE,0750,THEFT,THEFT $500 AND UNDER,GROCERY FOOD STORE,False,False,121,15,40.0,42.0,08A,1152242.0,1896811.0,2016,11/20/2016 10:31,41.96503995,-87.68424835,"(41.96503995, -87.68424835)"
10001534,WS062930,08/05/2022 18:51,21XX W CLARK ST,0740,THEFT,THEFT OVER $500,OTHER,False,False,312,20,28.0,38.0,13,1180503.0,1899772.0,2022,08/25/2022 18:51,41.9371906,-87.5854956,"(41.9371906, -87.5854956)"
10001535,NP938513,10/02/2016 18:59,47XX W PULASKI RD,0460,BATTERY,SIMPLE,RESTAURANT,False,False,113,6,28.0,6.0,06,1158362.0,1891651.0,2016,10/12/2016 18:59,41.88377848,-87.60233378,"(41.88377848, -87.60233378)"
10001536,EQ269947,10/27/2016 16:49,95XX N HALSTED ST,0560,ASSAULT,SIMPLE,RESTAURANT,True,False,1121,18,44.0,43.0,03,1188623.0,1854658.0,2016,11/22/2016 16:49,41.83713584,-87.67297331,"(41.83713584, -87.67297331)"
10001537,YR939346,09/20/2018 19:29,28XX N PULASKI RD,0320,ROBBERY,STRONGARM - NO WEAPON,PARK PROPERTY,False,False,521,20,33.0,68.0,08B,1156359.0,1862055.0,2018,09/30/2018 19:29,41.98117524,-87.63142167,"(41.98117524, -87.63142167)"
10001538,EC159108,12/29/2022 19:09,28XX N COTTAGE GROVE AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,911,9,31.0,14.0,02,1152321.0,1922800.0,2022,01/22/2023 19:09,41.957439,-87.79484446,"(41.957439, -87.79484446)"
10001539,MN080136,08/02/2017 18:26,51XX W GRAND AVE,0620,BURGLARY,UNLAWFUL ENTRY,CTA TRAIN,False,False,612,5,8.0,38.0,18,1163333.0,1859970.0,2017,08/26/2017 18:26,41.72192088,-87.60619938,"(41.72192088, -87.60619938)"
10001540,JI199747,08/25/2019 17:02,23XX S WESTERN AVE,0910,VANDALISM,CRIMINAL DAMAGE,APARTMENT,False,True,2011,7,46.0,50.0,07,1172221.0,1895405.0,2019,09/01/2019 17:02,41.95291604,-87.5441735,
10001541,ZZ185586,11/11/2021 19:34,74XX S WESTERN AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,True,2411,18,39.0,11.0,17,1196899.0,1929296.0,2021,11/25/2021 19:34,,-87.66901198,"(41.89875887, -87.66901198)"
10001542,ZN893572,10/11/2018 07:54,65XX W DIVISION ST,0650,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,False,False,511,11,34.0,51.0,04B,1158291.0,1887881.0,2018,11/10/2018 07:54,41.75322273,-87.73869009,"(41.75322273, -87.73869009)"
10001543,LO095533,11/27/2021 11:29,88XX N ASHLAND AVE,0750,THEFT,THEFT $500 AND UNDER,VEHICLE NON-COMMERCIAL,False,True,711,22,26.0,47.0,06,1153319.0,1853615.0,2021,12/04/2021 11:29,41.79197396,-87.66831578,"(41.79197396, -87.66831578)"
10001544,QW776119,08/17/2023 12:47,6XX E STATE ST,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,RETAIL STORE,True,False,1121,6,,71.0,16,1181228.0,,2023,08/21/2023 12:47,41.9806801,-87.79853152,"(41.9806801, -87.79853152)"
10001545,IP702250,01/21/2022 11:10,29XX S BROADWAY,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,True,False,612,14,15.0,54.0,26,1156782.0,1905367.0,2022,02/10/2022 11:10,41.93112391,-87.70903763,"(41.93112391, -87.70903763)"
10001546,WU564168,04/21/2022 12:40,50XX N CLARK ST,1310,NARCOTICS,POSS: COCAINE,APARTMENT,True,True,411,16,28.0,65.0,11,1157620.0,1912667.0,2022,04/27/2022 12:40,41.88425488,-87.76936812,"(41.88425488, -87.76936812)"
10001547,MM347101,11/03/2015 15:41,7XX E CICERO AVE,0620,BURGLARY,UNLAWFUL ENTRY,GAS STATION,True,False,121,8,8.0,57.0,11,,1850136.0,2015,11/10/2015 15:41,41.95859337,-87.7282268,"(41.95859337, -87.7282268)"
10001548,DR138086,08/30/2019 11:48,97XX E COTTAGE GROVE AVE,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,RETAIL STORE,False,True,122,3,13.0,31.0,16,1175157.0,1898815.0,2019,09/08/2019 11:48,41.79703468,-87.62154593,"(41.79703468, -87.62154593)"
10001549,VN317462,04/03/2019 14:05,18XX E PULASKI RD,0312,ROBBERY,ARMED: HANDGUN,CTA TRAIN,True,False,412,14,20.0,54.0,06,1175751.0,1901112.0,2019,04/10/2019 14:05,41.78044439,-87.74937068,"(41.78044439, -87.74937068)"
10001550,ZN098031,10/24/2021 15:43,20XX E CLARK ST,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,VEHICLE NON-COMMERCIAL,True,False,711,10,1.0,56.0,02,1182033.0,1875877.0,2021,11/06/2021 15:43,41.89762266,-87.56401287,"(41.89762266, -87.56401287)"
10001551,MN949434,01/18/2022 14:52,37XX S NORTH AVE,0650,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,False,False,1221,15,20.0,22.0,09,1197360.0,,2022,02/17/2022 14:52,41.74624922,-87.53788094,"(41.74624922, -87.53788094)"
10001552,WJ344140,06/27/2016 15:49,38XX E WESTERN AVE,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RETAIL STORE,True,False,1211,19,9.0,13.0,03,1156031.0,1895333.0,2016,07/15/2016 15:49,41.81511014,-87.54171243,"(41.81511014, -87.54171243)"
10001553,EI950538,10/07/2016 23:29,79XX S PULASKI RD,0850,DECEPTIVE PRACTICE,FRAUD,APARTMENT,False,True,122,11,46.0,52.0,10,1169126.0,1903793.0,2016,10/26/2016 23:29,41.69323202,-87.52591976,"(41.69323202, -87.52591976)"
10001554,SD690117,03/06/2023 22:47,82XX E WESTERN AVE,0510,ASSAULT,AGGRAVATED: HANDGUN,HOSPITAL BUILDING/GROUNDS,False,True,311,3,12.0,7.0,10,1161717.0,1892253.0,2023,03/09/2023 22:47,41.94289375,-87.75830778,"(41.94289375, -87.75830778)"
10001555,KQ715388,01/10/2022 19:39,69XX S CICERO AVE,0510,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,False,False,611,17,49.0,61.0,13,1199563.0,1881201.0,2022,01/29/2022 19:39,41.87048388,-87.66829868,"(41.87048388, -87.66829868)"
10001556,FT526598,09/27/2016 20:24,66XX N HALSTED ST,0650,MOTOR VEHICLE THEFT,AUTOMOBILE,HOSPITAL BUILDING/GROUNDS,False,False,712,3,20.0,72.0,17,1171952.0,1854028.0,2016,10/14/2016 20:24,41.72700837,-87.64827841,"(41.72700837, -87.64827841)"
10001557,SH929746,01/06/2022 12:00,74XX N ASHLAND AVE,0740,THEFT,THEFT OVER $500,CTA TRAIN,False,False,121,9,37.0,44.0,05,1154840.0,1917239.0,2022,01/21/2022 12:00,41.94407207,-87.74875744,"(41.94407207, -87.74875744)"
10001558,EW327197,05/05/2022 18:14,61XX W COTTAGE GROVE AVE,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GROCERY FOOD STORE,True,False,412,8,33.0,14.0,07,1183236.0,1856116.0,2022,05/10/2022 18:14,41.91084362,-87.6551665,"(41.91084362, -87.6551665)"
10001559,NW886855,09/15/2023 11:27,78XX N MADISON ST,0850,DECEPTIVE PRACTICE,FRAUD,STREET,False,False,212,18,18.0,62.0,05,1195085.0,1912084.0,2023,09/29/2023 11:27,41.96319607,-87.78238983,"(41.96319607, -87.78238983)"
10001560,VK105156,08/22/2021 23:32,11XX W FULLERTON AVE,0740,THEFT,THEFT OVER $500,CTA BUS,False,False,212,18,38.0,2.0,07,1184662.0,1876927.0,2021,08/28/2021 23:32,41.85135523,-87.54526646,"(41.85135523, -87.54526646)"
10001561,ZE010253,12/18/2020 10:31,81XX N COTTAGE GROVE AVE,0510,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,False,True,911,16,48.0,6.0,01A,1162775.0,1868607.0,2020,01/09/2021 10:31,41.93541645,-87.57738742,"(41.93541645, -87.57738742)"
10001562,HA260062,01/11/2022 17:09,68XX S CICERO AVE,1240,NARCOTICS,POSS: HEROIN(WHITE),PARK PROPERTY,True,False,521,11,37.0,53.0,12,,1897259.0,2022,02/06/2022 17:09,41.9151944,-87.57178085,"(41.9151944, -87.57178085)"
10001563,OP228031,03/25/2023 11:26,66XX N NORTH AVE,0750,THEFT,THEFT $500 AND UNDER,CONVENIENCE STORE,False,False,112,19,44.0,18.0,03,1176163.0,1916666.0,2023,04/04/2023 11:26,41.72794351,-87.70714344,"(41.72794351, -87.70714344)"
10001564,BU489240,09/17/2016 02:37,4XX N GRAND AVE,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GROCERY FOOD STORE,False,False,2211,15,1.0,35.0,18,1157878.0,1865497.0,2016,09/20/2016 02:37,41.72285414,-87.57931786,"(41.72285414, -87.57931786)"
10001565,IK437998,07/28/2015 20:19,36XX N DIVISION ST,0730,THEFT,SHOPLIFTING,CONVENIENCE STORE,True,False,1221,2,,47.0,26,1169413.0,1877716.0,2015,08/13/2015 20:19,41.73768025,-87.67504239,"(41.73768025, -87.67504239)"
10001566,WP665845,02/13/2019 17:31,31XX S CHICAGO AVE,0320,ROBBERY,STRONGARM - NO WEAPON,BAR OR TAVERN,False,False,411,20,12.0,53.0,26,,1852262.0,2019,03/06/2019 17:31,41.73117437,-87.66187184,"(41.73117437, -87.66187184)"
10001567,GY833785,06/18/2022 20:34,36XX N STATE ST,0460,BATTERY,SIMPLE,SIDEWALK,True,False,111,7,9.0,16.0,01A,1191320.0,1850768.0,2022,06/30/2022 20:34,,-87.63676008,"(41.96030728, -87.63676008)"
10001568,NF585534,06/23/2020 03:47,78XX N WESTERN AVE,0312,ROBBERY,ARMED: HANDGUN,CTA TRAIN,True,False,2511,22,3.0,42.0,11,1150346.0,1881272.0,2020,07/20/2020 03:47,41.8282855,-87.61944099,"(41.8282855, -87.61944099)"
10001569,RG628774,12/15/2022 15:11,81XX W HALSTED ST,0730,THEFT,SHOPLIFTING,HOSPITAL BUILDING/GROUNDS,False,False,712,15,46.0,74.0,16,1167875.0,1871765.0,2022,01/04/2023 15:11,41.89668099,-87.61316505,"(41.89668099, -87.61316505)"
10001570,LH721126,12/28/2020 06:47,26XX W STATE ST,0650,MOTOR VEHICLE THEFT,AUTOMOBILE,HOSPITAL BUILDING/GROUNDS,False,False,1211,19,35.0,50.0,17,1161286.0,1895918.0,2020,01/23/2021 06:47,41.80039932,-87.79250547,"(41.80039932, -87.79250547)"
10001571,GN523235,06/26/2018 01:24,21XX W CICERO AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,1121,10,31.0,69.0,20,1187629.0,1867252.0,2018,07/02/2018 01:24,41.79731424,-87.66798615,"(41.79731424, -87.66798615)"
10001572,LB051728,04/27/2018 22:24,10XX E NORTH AVE,0910,VANDALISM,CRIMINAL DAMAGE,ALLEY,False,False,1221,15,7.0,63.0,18,1178313.0,1850238.0,2018,05/15/2018 22:24,41.70717144,-87.52921514,"(41.70717144, -87.52921514)"
10001573,YJ413188,11/27/2020 02:29,88XX S STATE ST,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,,True,False,912,20,45.0,44.0,11,1153684.0,1884114.0,2020,12/22/2020 02:29,41.91954767,-87.71065512,
10001574,VD684346,03/05/2017 15:07,94XX E PULASKI RD,0510,ASSAULT,AGGRAVATED: HANDGUN,PARK PROPERTY,False,True,1022,8,42.0,62.0,04B,1150240.0,1916675.0,2017,03/29/2017 15:07,41.97279797,-87.66308151,"(41.97279797, -87.66308151)"
10001575,KH061152,10/01/2016 14:35,96XX W CHICAGO AVE,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE(NON.RESID.),False,False,1511,18,36.0,5.0,20,1189658.0,1892372.0,2016,10/21/2016 14:35,41.88007093,-87.7142674,"(41.88007093, -87.7142674)"
10001576,HY756090,07/02/2020 23:13,62XX W GRAND AVE,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,HOSPITAL BUILDING/GROUNDS,True,True,1221,4,6.0,71.0,16,1181353.0,1871899.0,2020,07/13/2020 23:13,41.80799177,-87.7221237,"(41.80799177, -87.7221237)"
10001577,NH184240,08/13/2015 21:42,86XX E FULLERTON AVE,0312,ROBBERY,ARMED: HANDGUN,GAS STATION,False,False,1211,18,34.0,49.0,01A,1150458.0,1904883.0,2015,08/31/2015 21:42,41.90912793,-87.74758491,"(41.90912793, -87.74758491)"
10001578,UC073240,11/05/2020 08:39,56XX W STATE ST,0650,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,False,False,1811,24,31.0,7.0,08A,1189391.0,1923658.0,2020,11/22/2020 08:39,41.88827942,-87.67183732,"(41.88827942, -87.67183732)"
10001579,UM120017,03/13/2019 12:44,1XX S COTTAGE GROVE AVE,0620,BURGLARY,UNLAWFUL ENTRY,STREET,False,False,1911,22,24.0,63.0,04B,1155737.0,1893439.0,2019,04/04/2019 12:44,41.96992835,-87.52412454,"(41.96992835, -87.52412454)"
10001580,KV962565,01/04/2020 18:15,71XX S DIVISION ST,0510,ASSAULT,AGGRAVATED: HANDGUN,BAR OR TAVERN,False,False,312,25,42.0,28.0,03,1199712.0,1906490.0,2020,01/14/2020 18:15,41.8719274,-87.74352946,"(41.8719274, -87.74352946)"
10001581,JY025981,10/03/2018 14:30,79XX N STATE ST,0740,THEFT,THEFT OVER $500,RETAIL STORE,False,False,121,24,13.0,60.0,16,1176261.0,1877815.0,2018,10/07/2018 14:30,41.7796572,-87.54520399,"(41.7796572, -87.54520399)"
10001582,RD090696,01/01/2018 11:19,32XX N HALSTED ST,0650,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,False,False,1711,8,6.0,19.0,17,1197342.0,1886682.0,2018,01/14/2018 11:19,41.89619959,-87.78713631,"(41.89619959, -87.78713631)"
10001583,TM724983,07/30/2017 15:00,61XX S BROADWAY,0610,BURGLARY,FORCIBLE ENTRY,"SCHOOL, PUBLIC, BUILDING",False,False,1411,19,29.0,64.0,01A,1157921.0,1908029.0,2017,08/24/2017 15:00,41.91527095,-87.73830739,"(41.91527095, -87.73830739)"
10001584,DF968193,12/20/2018 20:15,78XX W ASHLAND AVE,0800,ARSON,AGGRAVATED,OTHER,False,False,121,15,31.0,31.0,09,1171141.0,1909490.0,2018,01/04/2019 20:15,41.85141856,-87.77685263,"(41.85141856, -87.77685263)"
10001585,HV469021,09/12/2023 19:29,39XX E MADISON ST,0460,BATTERY,SIMPLE,CTA TRAIN,False,False,121,25,27.0,58.0,05,1185981.0,1915373.0,2023,09/13/2023 19:29,41.90103894,-87.58085005,"(41.90103894, -87.58085005)"
10001586,DE183840,07/23/2018 17:51,45XX E FULLERTON AVE,0320,ROBBERY,STRONGARM - NO WEAPON,RETAIL STORE,False,False,1121,8,37.0,36.0,06,1150628.0,1895803.0,2018,08/06/2018 17:51,41.7541177,-87.77013625,"(41.7541177, -87.77013625)"
10001587,RV267315,02/19/2021 02:15,81XX N NORTH AVE,0740,THEFT,THEFT OVER $500,ALLEY,False,True,2011,15,48.0,40.0,20,1178940.0,1899639.0,2021,03/05/2021 02:15,41.88459727,,"(41.88459727, -87.55270178)"
10001588,LB480045,01/17/2015 03:55,68XX N BROADWAY,0730,THEFT,SHOPLIFTING,CTA BUS,False,False,911,6,9.0,8.0,02,1178793.0,1878748.0,2015,01/22/2015 03:55,41.70275447,-87.62406879,"(41.70275447, -87.62406879)"
10001589,BR833917,11/13/2023 13:20,3XX S CHICAGO AVE,0910,VANDALISM,CRIMINAL DAMAGE,STREET,False,False,1611,14,33.0,68.0,12,1197407.0,1865748.0,2023,11/15/2023 13:20,41.9236525,-87.74515726,"(41.9236525, -87.74515726)"
10001590,HS309881,10/17/2019 17:16,33XX W WESTERN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,CTA BUS,False,False,1121,24,48.0,41.0,26,1188662.0,1924589.0,2019,11/11/2019 17:16,,-87.65995728,"(41.81470498, -87.65995728)"
10001591,ID244499,12/31/2016 09:11,93XX S CLARK ST,0800,ARSON,AGGRAVATED,STREET,True,False,521,11,47.0,70.0,06,,1919673.0,2016,01/05/2017 09:11,41.92118193,-87.75066968,"(41.92118193, -87.75066968)"
10001592,CI666004,04/11/2019 09:46,51XX W CICERO AVE,0460,BATTERY,SIMPLE,GAS STATION,True,False,2511,17,39.0,31.0,04B,1178894.0,1872813.0,2019,04/20/2019 09:46,41.97712009,-87.64753946,"(41.97712009, -87.64753946)"
10001593,SX219129,07/10/2016 22:31,12XX S CHICAGO AVE,0460,BATTERY,SIMPLE,GAS STATION,True,False,621,25,48.0,69.0,16,1155270.0,1865843.0,2016,07/12/2016 22:31,41.96984739,-87.70409489,"(41.96984739, -87.70409489)"
10001594,WE644776,06/18/2020 18:04,11XX N ASHLAND AVE,0910,VANDALISM,CRIMINAL DAMAGE,APARTMENT,True,False,1022,15,24.0,25.0,07,1154145.0,1887838.0,2020,06/20/2020 18:04,41.90728389,,"(41.90728389, -87.63050848)"
10001595,AM213128,04/23/2019 14:53,29XX E CICERO AVE,0650,MOTOR VEHICLE THEFT,AUTOMOBILE,BAR OR TAVERN,False,False,411,3,48.0,72.0,08B,1174040.0,1890213.0,2019,04/27/2019 14:53,41.71608607,-87.79477936,"(41.71608607, -87.79477936)"
10001596,UN207307,06/05/2019 16:13,98XX S MADISON ST,0750,THEFT,THEFT $500 AND UNDER,CTA BUS,False,False,2211,11,43.0,36.0,17,1151432.0,1914737.0,2019,06/14/2019 16:13,41.89025107,-87.74912583,"(41.89025107, -87.74912583)"
10001597,HM861959,06/10/2015 16:22,58XX W PULASKI RD,0460,BATTERY,SIMPLE,CONVENIENCE STORE,True,True,1811,8,19.0,72.0,05,1159321.0,1907980.0,2015,07/07/2015 16:22,,-87.57379393,"(41.8723915, -87.57379393)"
10001598,TW028611,07/05/2020 21:27,3XX N MICHIGAN AVE,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,1221,17,,41.0,01A,1175098.0,1901106.0,2020,07/08/2020 21:27,41.83211759,-87.6159971,"(41.83211759, -87.6159971)"
10001599,BT794509,05/26/2021 09:22,37XX E NORTH AVE,0850,DECEPTIVE PRACTICE,FRAUD,VEHICLE NON-COMMERCIAL,True,False,2211,24,36.0,10.0,12,1162490.0,1885863.0,2021,06/17/2021 09:22,41.97171162,-87.72002994,"(41.97171162, -87.72002994)"
10001600,KO585503,01/22/2022 22:06,17XX W CHICAGO AVE,0560,ASSAULT,SIMPLE,OTHER,True,False,2411,18,30.0,16.0,15,1189417.0,1867822.0,2022,02/01/2022 22:06,41.91616391,-87.54028785,"(41.91616391, -87.54028785)"
10001601,PX446760,01/30/2020 18:43,58XX W MADISON ST,0750,THEFT,THEFT $500 AND UNDER,GAS STATION,False,False,1011,18,41.0,55.0,18,1186666.0,1879692.0,2020,02/26/2020 18:43,41.92737616,-87.52210306,"(41.92737616, -87.52210306)"
10001602,AT304820,07/06/2017 17:17,48XX E NORTH AVE,0510,ASSAULT,AGGRAVATED: HANDGUN,GAS STATION,False,False,411,10,45.0,12.0,16,1152609.0,1869670.0,2017,07/21/2017 17:17,41.81130152,-87.69865064,
10001603,LT786701,11/04/2016 23:49,28XX W STATE ST,0740,THEFT,THEFT OVER $500,RESIDENCE,False,False,812,6,38.0,45.0,16,1160899.0,1890965.0,2016,11/26/2016 23:49,41.83997748,-87.6144509,"(41.83997748, -87.6144509)"
10001604,FJ770619,02/04/2020 00:34,49XX S CLARK ST,0460,BATTERY,SIMPLE,PARK PROPERTY,True,False,1511,10,35.0,51.0,17,,1900499.0,2020,03/04/2020 00:34,41.91634333,-87.75249334,"(41.91634333, -87.75249334)"
10001605,MC569910,12/31/2022 11:54,43XX S STATE ST,0610,BURGLARY,FORCIBLE ENTRY,HOSPITAL BUILDING/GROUNDS,True,False,1211,12,26.0,55.0,08A,1155938.0,1858896.0,2022,01/04/2023 11:54,41.875909,-87.64675672,"(41.875909, -87.64675672)"
10001606,JB777064,01/04/2016 15:18,32XX S MADISON ST,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,,True,True,211,17,46.0,33.0,05,1165001.0,1856871.0,2016,01/07/2016 15:18,41.94062466,-87.69636477,"(41.94062466, -87.69636477)"
10001607,MQ820719,04/21/2018 11:20,56XX W FULLERTON AVE,1310,NARCOTICS,POSS: COCAINE,CTA TRAIN,False,True,122,11,42.0,1.0,19,1173051.0,1914565.0,2018,04/27/2018 11:20,41.79976768,,
10001608,DL026117,12/23/2017 09:22,47XX N PULASKI RD,0510,ASSAULT,AGGRAVATED: HANDGUN,RESTAURANT,False,False,113,3,34.0,36.0,11,1185556.0,1900958.0,2017,01/16/2018 09:22,41.75259906,-87.75397506,"(41.75259906, -87.75397506)"
10001609,DO371986,06/16/2021 20:41,17XX E CICERO AVE,0620,BURGLARY,UNLAWFUL ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,1011,12,4.0,13.0,11,1182940.0,1915458.0,2021,06/17/2021 20:41,41.89284233,-87.5173653,"(41.89284233, -87.5173653)"
10001610,QC469129,09/05/2017 19:07,56XX N FULLERTON AVE,0850,DECEPTIVE PRACTICE,FRAUD,SIDEWALK,False,False,621,7,42.0,22.0,17,1169999.0,1904558.0,2017,09/22/2017 19:07,41.86115603,-87.65193235,"(41.86115603, -87.65193235)"
10001611,ON615125,02/03/2021 21:46,64XX N DIVISION ST,0312,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,False,621,10,23.0,3.0,20,1155176.0,,2021,02/08/2021 21:46,41.89761708,-87.6276466,"(41.89761708, -87.6276466)"
10001612,KT122997,10/23/2022 22:57,26XX W PULASKI RD,0620,BURGLARY,UNLAWFUL ENTRY,HOSPITAL BUILDING/GROUNDS,True,False,521,24,42.0,57.0,12,,1862697.0,2022,11/14/2022 22:57,41.75531083,-87.7582839,"(41.75531083, -87.7582839)"
10001613,HG527193,05/29/2017 11:04,81XX S CLARK ST,0750,THEFT,THEFT $500 AND UNDER,HOSPITAL BUILDING/GROUNDS,False,True,712,12,30.0,76.0,07,1167489.0,1864127.0,2017,05/30/2017 11:04,41.89741943,-87.74524819,"(41.89741943, -87.74524819)"
10001614,ZG854229,05/10/2016 19:42,85XX W GRAND AVE,0750,THEFT,THEFT $500 AND UNDER,GROCERY FOOD STORE,False,False,411,1,28.0,55.0,06,1158664.0,1852102.0,2016,05/25/2016 19:42,41.7210594,-87.67135995,"(41.7210594, -87.67135995)"
10001615,EC682166,06/30/2016 19:55,75XX S CHICAGO AVE,0320,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE,False,False,112,2,33.0,23.0,02,1175720.0,1864595.0,2016,07/18/2016 19:55,41.94610856,-87.62180927,"(41.94610856, -87.62180927)"
10001616,UR722401,11/17/2016 12:01,66XX S MADISON ST,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,STREET,False,False,1411,25,11.0,22.0,17,1173180.0,1928063.0,2016,11/18/2016 12:01,,-87.69166486,"(41.73085762, -87.69166486)"
10001617,DJ718430,07/02/2020 07:22,21XX N MADISON ST,0320,ROBBERY,STRONGARM - NO WEAPON,COMMERCIAL / BUSINESS OFFICE,True,True,312,14,35.0,42.0,17,1189809.0,1879534.0,2020,07/04/2020 07:22,41.84302797,-87.50037939,"(41.84302797, -87.50037939)"
10001618,IO552769,03/09/2019 23:57,97XX N ASHLAND AVE,0620,BURGLARY,UNLAWFUL ENTRY,CTA BUS,False,False,1611,8,26.0,38.0,01A,1183657.0,1903042.0,2019,03/11/2019 23:57,41.72774957,-87.69682565,"(41.72774957, -87.69682565)"
10001619,BZ606703,01/24/2017 20:46,86XX W STATE ST,0910,VANDALISM,CRIMINAL DAMAGE,"SCHOOL, PUBLIC, BUILDING",False,False,2511,20,45.0,44.0,13,1154086.0,1896522.0,2017,02/20/2017 20:46,41.95920925,-87.55904057,"(41.95920925, -87.55904057)"
10001620,BH891855,06/13/2023 18:23,8XX W WESTERN AVE,0730,THEFT,SHOPLIFTING,OTHER,False,False,1121,19,47.0,70.0,13,1163604.0,1867699.0,2023,06/24/2023 18:23,41.72306625,-87.60242816,"(41.72306625, -87.60242816)"
10001621,OB118212,04/26/2016 15:14,98XX N HALSTED ST,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,ALLEY,True,True,712,24,25.0,55.0,01A,1189450.0,1922101.0,2016,05/09/2016 15:14,41.77357911,-87.7735422,"(41.77357911, -87.7735422)"
10001622,HP292922,01/05/2022 18:07,72XX N PULASKI RD,0620,BURGLARY,UNLAWFUL ENTRY,OTHER,False,True,812,20,32.0,65.0,17,,1869075.0,2022,01/26/2022 18:07,41.82503985,-87.76616313,"(41.82503985, -87.76616313)"
10001623,JI856401,11/13/2022 10:59,31XX N GRAND AVE,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,SIDEWALK,False,False,1411,7,6.0,51.0,26,1150860.0,1923240.0,2022,12/12/2022 10:59,,-87.68455988,"(41.80680709, -87.68455988)"
10001624,TI892457,10/26/2016 20:01,47XX W NORTH AVE,0560,ASSAULT,SIMPLE,CTA TRAIN,False,False,1511,14,22.0,28.0,15,1159784.0,1865056.0,2016,11/13/2016 20:01,41.8971735,-87.58616107,"(41.8971735, -87.58616107)"
10001625,GS395078,03/20/2019 23:45,60XX W ASHLAND AVE,0320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,True,False,121,25,16.0,23.0,04A,1174526.0,1912120.0,2019,04/10/2019 23:45,41.87845354,,"(41.87845354, -87.73461797)"
